Electrophile,Nucleophile,Catalyst,Base,MISER Area Count
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,NS(=O)(=O)c1cccs1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,328
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,NS(=O)(=O)c1cccs1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,343
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,NS(=O)(=O)c1cccs1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,329
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,NS(=O)(=O)c1cccs1,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,334
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,C2CCC1=NCCCN1CC2,223
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN1CCCN2CCCN=C12,225
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)/C(=N\C(C)(C)C)N(C)C,226
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,226
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,236
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,234
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,234
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,234
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,C2CCC1=NCCCN1CC2,231
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN1CCCN2CCCN=C12,290
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)/C(=N\C(C)(C)C)N(C)C,269
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,255
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,253
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,270
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,236
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,253
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,C2CCC1=NCCCN1CC2,230
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN1CCCN2CCCN=C12,329
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,349
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,278
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,267
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,227
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,223
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,581
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,C2CCC1=NCCCN1CC2,224
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN1CCCN2CCCN=C12,312
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,335
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,273
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,288
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,230
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,225
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,448
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,C2CCC1=NCCCN1CC2,232
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN1CCCN2CCCN=C12,503
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,391
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,295
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,265
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,226
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,224
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,435
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],C2CCC1=NCCCN1CC2,222
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN1CCCN2CCCN=C12,235
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)/C(=N\C(C)(C)C)N(C)C,224
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN(CC)P1(=NC(C)(C)C)NCCCN1C,233
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,234
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,223
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,223
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,Cn1nccc1CCO,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,224
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,C2CCC1=NCCCN1CC2,274
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN1CCCN2CCCN=C12,280
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)/C(=N\C(C)(C)C)N(C)C,275
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,271
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,273
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,273
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,273
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c4cc(C(C)C)c(c1ccccc1P(C2CCCCC2)C3CCCCC3)c(C(C)C)c4,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,281
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,C2CCC1=NCCCN1CC2,271
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN1CCCN2CCCN=C12,407
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)/C(=N\C(C)(C)C)N(C)C,317
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,436
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,419
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,309
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,275
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)c2cc(C(C)C)c(c1ccccc1P(C(C)(C)C)C(C)(C)C)c(C(C)C)c2,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,302
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,C2CCC1=NCCCN1CC2,267
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN1CCCN2CCCN=C12,273
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,432
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,358
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,363
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,278
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,262
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1c2c(C(C)C)cc(C(C)C)cc2C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,558
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,C2CCC1=NCCCN1CC2,259
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN1CCCN2CCCN=C12,442
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,364
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,391
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,351
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,267
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,252
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc2ccc(C)c(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c2P(C(C)(C)C)C(C)(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,539
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,C2CCC1=NCCCN1CC2,267
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN1CCCN2CCCN=C12,579
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)/C(=N\C(C)(C)C)N(C)C,428
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN(CC)P1(=NC(C)(C)C)NCCCN1C,445
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,297
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,262
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,257
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,COc7ccc(OC)c(P(C23CC1CC(CC(C1)C2)C3)C56CC4CC(CC(C4)C5)C6)c7c8c(C(C)C)cc(C(C)C)cc8C(C)C,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C,516
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],C2CCC1=NCCCN1CC2,239
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN1CCCN2CCCN=C12,281
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)/C(=N\C(C)(C)C)N(C)C,258
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CCN(CC)P1(=NC(C)(C)C)NCCCN1C,278
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,271
O=C2OC(Cn1ccnn1)CN2c3ccc(I)c(F)c3,O,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2],CN(C)P(=NC(C)(C)CC(C)(C)C)(N(C)C)N(C)C,237
